"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   2.40421289062E+03   2.21600000000E+03  1813-60-351 
   2.40233520508E+03   2.21100000000E+03  1813-66-19  
   2.40153784180E+03   2.21900000000E+03  1813-71-32  
   2.40133496094E+03   2.22100000000E+03  1813-71-365 
   2.39383789062E+03   2.36600000000E+03  1538-10-154 
   2.39525781250E+03   2.35000000000E+03  1538-17-86  
   2.39637866211E+03   2.33300000000E+03  1538-22-82  
   2.39826660156E+03   2.27600000000E+03  1538-42-363 
   2.38043896484E+03   2.33500000000E+03  1567-12-59  
   2.38182861328E+03   2.32600000000E+03  1567-17-85  
   2.38233691406E+03   2.31100000000E+03  1567-22-53  
   2.38367895508E+03   2.30100000000E+03  1567-27-15  
   2.38463769531E+03   2.29000000000E+03  1567-32-65  
   2.38327050781E+03   2.25800000000E+03  1578-42-362 
   2.37415185547E+03   2.27300000000E+03  1579-34-182 
   2.39099609375E+03   2.35500000000E+03  1466-12-96  
   2.39326513672E+03   2.34200000000E+03  1466-17-89  
   2.39494482422E+03   2.28500000000E+03  1466-32-60  
   2.39273193359E+03   2.28300000000E+03  1466-37-89  
   2.39582885742E+03   2.27800000000E+03  1466-42-363 
   2.40134716797E+03   2.27300000000E+03  1466-48-357 
   2.39954956055E+03   2.26000000000E+03  1466-56-25  
   2.39206982422E+03   2.26200000000E+03  1466-71-365 
   2.39376171875E+03   2.33900000000E+03  1467-17-89  
   2.39332153320E+03   2.34100000000E+03  1467-22-60  
   2.40185791016E+03   2.28400000000E+03  1467-48-357 
   2.40006176758E+03   2.27100000000E+03  1467-56-25  
   2.39539794922E+03   2.24900000000E+03  1467-60-351 
   2.39344409180E+03   2.24400000000E+03  1467-65-355 
   2.39269433594E+03   2.24800000000E+03  1467-71-52  
   2.39261718750E+03   2.25100000000E+03  1467-71-365 
   2.40713452148E+03   2.35800000000E+03  1470-17-82  
   2.40817578125E+03   2.34100000000E+03  1470-22-82  
   2.41048950195E+03   2.28100000000E+03  1470-42-362 
   2.41463525391E+03   2.26100000000E+03  1470-48-357 
   2.41415551758E+03   2.24500000000E+03  1470-56-18  
   2.41277734375E+03   2.24800000000E+03  1470-60-308 
   2.40988818359E+03   2.23600000000E+03  1470-71-365 
   2.39949169922E+03   2.31300000000E+03  1500-27-60  
   2.40070800781E+03   2.27100000000E+03  1500-42-362 
   2.40522119141E+03   2.25600000000E+03  1500-48-357 
   2.40444067383E+03   2.23800000000E+03  1500-56-25  
   2.40240771484E+03   2.22600000000E+03  1500-60-351 
   2.40002343750E+03   2.37200000000E+03  1459-11-68  
   2.40187109375E+03   2.35200000000E+03  1459-17-82  
   2.40239965820E+03   2.33800000000E+03  1459-22-60  
   2.40352905273E+03   2.31300000000E+03  1459-26-293 
   2.40511621094E+03   2.28100000000E+03  1459-42-363 
   2.40978271484E+03   2.27100000000E+03  1459-48-357 
   2.40865478516E+03   2.25700000000E+03  1459-56-25  
   2.40591259766E+03   2.24500000000E+03  1459-60-351 
   2.40409057617E+03   2.23900000000E+03  1459-66-12  
   2.40304199219E+03   2.24000000000E+03  1459-71-365 
   2.41002465820E+03   2.38300000000E+03  1455-12-96  
   2.41080053711E+03   2.36600000000E+03  1455-17-82  
   2.41085180664E+03   2.38600000000E+03  1443-12-96  
   2.41185009766E+03   2.36800000000E+03  1443-17-82  
   2.41529907227E+03   2.32400000000E+03  1443-32-60  
   2.41383300781E+03   2.31700000000E+03  1443-38-60  
   2.41532543945E+03   2.28800000000E+03  1443-42-364 
   2.41929760742E+03   2.30800000000E+03  1443-48-341 
   2.42607885742E+03   2.25500000000E+03  1486-56-56  
   2.42353881836E+03   2.23300000000E+03  1486-71-365 
   2.42353881836E+03   2.23300000000E+03  1485-71-365 
   2.41040307617E+03   2.35800000000E+03  1475-11-305 
   2.41377880859E+03   2.36700000000E+03  1465-17-82  
   2.41513159180E+03   2.35100000000E+03  1465-22-82  
   2.41741162109E+03   2.28500000000E+03  1465-42-356 
   2.42090698242E+03   2.27300000000E+03  1465-48-355 
   2.42081982422E+03   2.25600000000E+03  1465-56-25  
   2.42050415039E+03   2.23700000000E+03  1465-60-351 
   2.41905200195E+03   2.23400000000E+03  1465-66-1   
   2.41766845703E+03   2.24000000000E+03  1465-71-365 
   2.42037890625E+03   2.37300000000E+03  1440-17-82  
   2.42165795898E+03   2.35500000000E+03  1440-22-80  
   2.42404345703E+03   2.32600000000E+03  1440-32-60  
   2.42320703125E+03   2.30100000000E+03  1440-37-90  
   2.42721752930E+03   2.27600000000E+03  1440-48-355 
   2.42796386719E+03   2.40900000000E+03  1441-11-283 
   2.43493286133E+03   2.38400000000E+03  1474-17-87  
   2.43623095703E+03   2.36700000000E+03  1474-22-80  
   2.44244775391E+03   2.23500000000E+03  1474-61-31  
   2.44039819336E+03   2.23800000000E+03  1474-71-68  
   2.44027392578E+03   2.23800000000E+03  1474-71-365 
   2.44055078125E+03   2.28200000000E+03  1478-48-355 
   2.44140576172E+03   2.25900000000E+03  1478-56-26  
   2.44169482422E+03   2.23800000000E+03  1478-60-350 
   2.44057641602E+03   2.22400000000E+03  1478-65-355 
   2.43959765625E+03   2.23700000000E+03  1478-71-68  
   2.43945800781E+03   2.23800000000E+03  1478-71-365 
   2.42968041992E+03   2.38200000000E+03  1453-17-85  
   2.43097949219E+03   2.36200000000E+03  1453-22-80  
   2.43296118164E+03   2.29600000000E+03  1453-42-356 
   2.43591113281E+03   2.28000000000E+03  1453-48-355 
   2.43586132812E+03   2.24400000000E+03  1453-66-49  
   2.43476757812E+03   2.24500000000E+03  1453-71-68  
   2.43465429688E+03   2.24400000000E+03  1453-71-365 
   2.43437939453E+03   2.29500000000E+03  1454-42-356 
   2.43750659180E+03   2.27900000000E+03  1454-48-355 
   2.43816650391E+03   2.26400000000E+03  1454-55-362 
   2.43832104492E+03   2.23900000000E+03  1454-61-31  
   2.43713452148E+03   2.23800000000E+03  1454-66-49  
   2.43615942383E+03   2.24400000000E+03  1454-71-68  
   2.43603076172E+03   2.24400000000E+03  1454-71-365 
   2.43755126953E+03   2.23400000000E+03  1447-66-49  
   2.43646997070E+03   2.24000000000E+03  1447-71-68  
   2.43635913086E+03   2.24100000000E+03  1447-71-365 
   2.44013037109E+03   2.30000000000E+03  1444-42-356 
   2.44295166016E+03   2.28000000000E+03  1444-48-355 
   2.44381835938E+03   2.26600000000E+03  1444-55-362 
   2.44428613281E+03   2.24400000000E+03  1444-61-6   
   2.44327319336E+03   2.24500000000E+03  1444-66-49  
   2.44227734375E+03   2.24800000000E+03  1444-71-68  
   2.44216650391E+03   2.24900000000E+03  1444-71-365 
   2.44478906250E+03   2.41200000000E+03  1499-11-360 
   2.44540844727E+03   2.39200000000E+03  1499-17-85  
   2.44671215820E+03   2.37300000000E+03  1499-22-81  
   2.45172094727E+03   2.27800000000E+03  1499-48-355 
   2.45273608398E+03   2.25900000000E+03  1499-56-20  
   2.45316040039E+03   2.23700000000E+03  1499-60-350 
   2.45213989258E+03   2.22700000000E+03  1499-66-14  
   2.45137036133E+03   2.23000000000E+03  1499-71-64  
   2.45120751953E+03   2.23100000000E+03  1499-71-365 
   2.45417065430E+03   2.23100000000E+03  1490-66-45  
   2.45339916992E+03   2.23700000000E+03  1490-71-64  
   2.45325000000E+03   2.23600000000E+03  1490-71-365 
   2.45061572266E+03   2.24700000000E+03  1436-71-64  
   2.45048461914E+03   2.24700000000E+03  1436-71-365 
   2.45839575195E+03   2.39600000000E+03  1488-17-87  
   2.45958007812E+03   2.37400000000E+03  1488-22-81  
   2.46456909180E+03   2.28100000000E+03  1488-48-350 
   2.46570288086E+03   2.28100000000E+03  1488-56-20  
   2.45417968750E+03   2.39400000000E+03  1502-17-85  
   2.45541699219E+03   2.37400000000E+03  1502-22-81  
   2.46044604492E+03   2.27500000000E+03  1502-48-365 
   2.46151025391E+03   2.25900000000E+03  1502-56-20  
   2.46199145508E+03   2.23900000000E+03  1502-60-350 
   2.46118115234E+03   2.23100000000E+03  1502-66-46  
   2.46057812500E+03   2.23600000000E+03  1502-71-54  
   2.46039965820E+03   2.23700000000E+03  1502-71-365 
   2.45313232422E+03   2.42200000000E+03  1477-8-69   
   2.45334692383E+03   2.41600000000E+03  1477-12-96  
   2.45392749023E+03   2.39600000000E+03  1477-17-86  
   2.45512622070E+03   2.37500000000E+03  1477-22-81  
   2.45746655273E+03   2.33900000000E+03  1477-32-60  
   2.45983813477E+03   2.40300000000E+03  1458-17-85  
   2.46094165039E+03   2.37400000000E+03  1458-22-81  
   2.46293823242E+03   2.30700000000E+03  1458-42-355 
   2.46567065430E+03   2.29400000000E+03  1458-48-350 
   2.46687353516E+03   2.29300000000E+03  1458-56-20  
   2.46753710938E+03   2.26700000000E+03  1458-60-350 
   2.46629150391E+03   2.25400000000E+03  1458-71-64  
   2.46615234375E+03   2.25400000000E+03  1458-71-365 
   2.46675488281E+03   2.24800000000E+03  1460-66-1   
   2.46611352539E+03   2.25200000000E+03  1460-71-64  
   2.46597436523E+03   2.25200000000E+03  1460-71-365 
   2.46549438477E+03   2.41300000000E+03  1429-17-85  
   2.46646752930E+03   2.38000000000E+03  1429-22-81  
   2.46862890625E+03   2.32700000000E+03  1429-42-355 
   2.47087548828E+03   2.31900000000E+03  1429-48-350 
   2.47219531250E+03   2.31900000000E+03  1429-56-20  
   2.47298510742E+03   2.29500000000E+03  1429-60-350 
   2.47258520508E+03   2.28300000000E+03  1429-66-53  
   2.47202441406E+03   2.28100000000E+03  1429-71-13  
   2.47190234375E+03   2.28100000000E+03  1429-71-365 
   2.47272314453E+03   2.42100000000E+03  1431-17-85  
   2.47364843750E+03   2.38500000000E+03  1431-22-82  
   2.47482958984E+03   2.37900000000E+03  1431-27-63  
   2.47606372070E+03   2.36000000000E+03  1431-32-60  
   2.47588159180E+03   2.33700000000E+03  1431-42-355 
   2.47805102539E+03   2.32900000000E+03  1431-48-350 
   2.47942578125E+03   2.33400000000E+03  1431-56-20  
   2.48026635742E+03   2.30700000000E+03  1431-60-350 
   2.47957104492E+03   2.29400000000E+03  1431-71-13  
   2.47943408203E+03   2.29300000000E+03  1431-71-365 
   2.47061279297E+03   2.41900000000E+03  1392-16-363 
   2.43992578125E+03   2.37700000000E+03  1397-22-80  
   2.44224633789E+03   2.30300000000E+03  1397-42-355 
   2.44467285156E+03   2.29700000000E+03  1397-48-355 
   2.44539184570E+03   2.28700000000E+03  1397-55-361 
   2.44550927734E+03   2.27100000000E+03  1397-61-14  
   2.44450122070E+03   2.26100000000E+03  1397-66-12  
   2.44336791992E+03   2.26300000000E+03  1397-71-68  
   2.44327246094E+03   2.26200000000E+03  1397-71-365 
   2.41908398438E+03   2.39300000000E+03  1426-12-95  
   2.41995092773E+03   2.37400000000E+03  1426-17-82  
   2.42107202148E+03   2.35300000000E+03  1426-22-80  
   2.42190478516E+03   2.33300000000E+03  1426-26-288 
   2.42354052734E+03   2.28900000000E+03  1426-42-356 
   2.42710668945E+03   2.28000000000E+03  1426-48-355 
   2.42679077148E+03   2.27200000000E+03  1426-55-350 
   2.42576342773E+03   2.25400000000E+03  1426-61-13  
   2.42430004883E+03   2.24800000000E+03  1426-66-12  
   2.42318481445E+03   2.25100000000E+03  1426-71-54  
   2.42305053711E+03   2.25100000000E+03  1426-71-365 
   2.42597363281E+03   2.32700000000E+03  1411-56-25  
   2.42482397461E+03   2.25600000000E+03  1411-61-42  
   2.42331298828E+03   2.26100000000E+03  1411-66-12  
   2.42205761719E+03   2.26400000000E+03  1411-71-54  
   2.42191699219E+03   2.26500000000E+03  1411-71-365 
   2.42598339844E+03   2.25200000000E+03  1409-61-42  
   2.42448193359E+03   2.25500000000E+03  1409-66-12  
   2.42322460938E+03   2.25900000000E+03  1409-71-54  
   2.42308593750E+03   2.25900000000E+03  1409-71-365 
   2.42060522461E+03   2.27300000000E+03  1390-71-68  
   2.42046801758E+03   2.27400000000E+03  1390-71-362 
   2.40092773438E+03   2.34500000000E+03  1416-71-1   
   2.43057836914E+03   2.26000000000E+03  1372-66-5   
   2.42931835938E+03   2.26600000000E+03  1372-71-68  
   2.42917773438E+03   2.26700000000E+03  1372-71-362 
   2.44252880859E+03   2.42800000000E+03  1312-12-265 
   2.45365673828E+03   2.26800000000E+03  1332-71-13  
   2.45354516602E+03   2.26900000000E+03  1332-71-362 
   2.47847485352E+03   2.36900000000E+03  1359-32-69  
   2.47878222656E+03   2.35700000000E+03  1359-37-95  
   2.47871777344E+03   2.34200000000E+03  1359-42-356 
   2.48014868164E+03   2.34000000000E+03  1359-48-334 
   2.48167236328E+03   2.33600000000E+03  1359-56-19  
   2.48247167969E+03   2.32800000000E+03  1359-60-321 
   2.48245507812E+03   2.31600000000E+03  1359-65-298 
   2.48187426758E+03   2.31100000000E+03  1359-71-14  
   2.48181494141E+03   2.31000000000E+03  1359-71-365 
   2.47941601562E+03   2.44400000000E+03  1333-7-28   
   2.47956469727E+03   2.44100000000E+03  1333-12-95  
   2.47992285156E+03   2.42900000000E+03  1333-17-87  
   2.48268334961E+03   2.37600000000E+03  1333-32-69  
   2.48601147461E+03   2.33800000000E+03  1333-56-19  
   2.48678051758E+03   2.32600000000E+03  1333-61-60  
   2.48674316406E+03   2.31800000000E+03  1333-66-25  
   2.49203295898E+03   2.39300000000E+03  1355-32-69  
   2.49235937500E+03   2.38000000000E+03  1355-37-95  
   2.49233325195E+03   2.36400000000E+03  1355-42-356 
   2.49364868164E+03   2.36100000000E+03  1355-48-344 
   2.49516772461E+03   2.35800000000E+03  1355-56-19  
   2.49606616211E+03   2.34400000000E+03  1355-61-60  
   2.49620996094E+03   2.34000000000E+03  1355-66-25  
   2.49595703125E+03   2.33600000000E+03  1355-71-40  
   2.49321508789E+03   2.39000000000E+03  1295-32-69  
   2.49371997070E+03   2.37100000000E+03  1295-37-95  
   2.49376318359E+03   2.34900000000E+03  1295-42-355 
   2.49631127930E+03   2.34900000000E+03  1295-56-19  
   2.49712646484E+03   2.33900000000E+03  1295-61-60  
   2.50139233398E+03   2.36800000000E+03  1289-48-344 
   2.50291040039E+03   2.36400000000E+03  1289-56-20  
   2.50376928711E+03   2.35000000000E+03  1289-61-60  
   2.50403906250E+03   2.34400000000E+03  1289-66-25  
   2.50387158203E+03   2.34300000000E+03  1289-71-40  
   2.57969873047E+03   2.57800000000E+03  1856-33-79  
   2.58795874023E+03   2.57600000000E+03  1866-42-356 
   2.60737182617E+03   2.57900000000E+03  1866-48-348 
   2.60604931641E+03   2.58500000000E+03  1866-55-347 
   2.59577685547E+03   2.56600000000E+03  1866-60-356 
   2.59053173828E+03   2.56200000000E+03  1866-66-5   
   2.58786157227E+03   2.57500000000E+03  1866-71-39  
   2.58789306641E+03   2.57600000000E+03  1866-71-41  
   2.59045605469E+03   2.57300000000E+03  1866-71-365 
   2.60609350586E+03   2.58400000000E+03  1859-55-347 
   2.59110937500E+03   2.56900000000E+03  1859-66-33  
   2.58797729492E+03   2.57600000000E+03  1860-42-356 
   2.60746655273E+03   2.58300000000E+03  1860-48-348 
   2.60553173828E+03   2.58700000000E+03  1860-56-5   
   2.59048535156E+03   2.56100000000E+03  1860-66-5   
   2.59041186523E+03   2.57200000000E+03  1860-71-365 
   2.58992260742E+03   2.56400000000E+03  1867-66-5   
   2.58985644531E+03   2.57400000000E+03  1867-71-365 
   2.59046337891E+03   2.56200000000E+03  1855-66-5   
   2.59039404297E+03   2.57100000000E+03  1855-71-365 
   2.57041967773E+03   2.51200000000E+03  1876-42-362 
   2.57607177734E+03   2.50500000000E+03  1876-48-338 
   2.57630371094E+03   2.50700000000E+03  1876-56-16  
   2.58044995117E+03   2.54000000000E+03  1750-56-16  
   2.57711669922E+03   2.52600000000E+03  1750-61-53  
   2.57390283203E+03   2.45900000000E+03  1750-66-27  
   2.58227783203E+03   2.51900000000E+03  1730-56-16  
   2.57875097656E+03   2.48800000000E+03  1730-61-53  
   2.57528295898E+03   2.44700000000E+03  1730-66-31  
   2.58412866211E+03   2.56600000000E+03  1835-22-32  
   2.58691186523E+03   2.57800000000E+03  1835-27-12  
   2.58289697266E+03   2.57200000000E+03  1831-1-365  
   2.57929077148E+03   2.57100000000E+03  1801-22-32  
   2.58197094727E+03   2.57800000000E+03  1801-27-12  
   2.58199804688E+03   2.54300000000E+03  1739-56-16  
   2.57858569336E+03   2.51200000000E+03  1739-61-53  
   2.57522436523E+03   2.47000000000E+03  1739-66-27  
   2.54338085938E+03   2.42700000000E+03  1725-66-12  
   2.54347778320E+03   2.44400000000E+03  1725-71-365 
   2.56083862305E+03   2.56000000000E+03  1761-27-17  
   2.55836083984E+03   2.54600000000E+03  1761-32-60  
   2.56066186523E+03   2.53800000000E+03  1761-42-355 
   2.56788671875E+03   2.54700000000E+03  1761-48-350 
   2.56807421875E+03   2.56500000000E+03  1761-56-6   
   2.56211865234E+03   2.52300000000E+03  1761-66-1   
   2.56064477539E+03   2.53100000000E+03  1761-71-35  
   2.56230322266E+03   2.52700000000E+03  1761-71-365 
   2.56907617188E+03   2.51200000000E+03  1774-48-365 
   2.56924926758E+03   2.51700000000E+03  1774-56-5   
   2.56260449219E+03   2.44100000000E+03  1774-66-1   
   2.56130395508E+03   2.45500000000E+03  1774-71-35  
   2.56275610352E+03   2.47000000000E+03  1774-71-365 
   2.55573974609E+03   2.55600000000E+03  1740-1-365  
   2.55724902344E+03   2.56400000000E+03  1740-16-356 
   2.53549682617E+03   2.50000000000E+03  1853-42-357 
   2.53927246094E+03   2.49400000000E+03  1850-48-338 
   2.53963134766E+03   2.50600000000E+03  1850-56-16  
   2.53300366211E+03   2.43200000000E+03  1850-66-31  
   2.53177124023E+03   2.43200000000E+03  1850-71-40  
   2.50937475586E+03   2.49100000000E+03  1895-16-362 
   2.51082519531E+03   2.49600000000E+03  1895-22-32  
   2.51290771484E+03   2.49500000000E+03  1895-27-12  
   2.51906811523E+03   2.45200000000E+03  1737-43-32  
   2.52748608398E+03   2.44900000000E+03  1737-48-355 
   2.52794580078E+03   2.45000000000E+03  1737-56-5   
   2.52445556641E+03   2.41600000000E+03  1737-61-26  
   2.52082055664E+03   2.39000000000E+03  1737-66-28  
   2.52065527344E+03   2.40300000000E+03  1737-71-35  
   2.52079858398E+03   2.41000000000E+03  1737-71-365 
   2.52401928711E+03   2.51700000000E+03  1802-1-276  
   2.52560937500E+03   2.52400000000E+03  1802-4-104  
   2.52927148438E+03   2.49200000000E+03  1746-42-355 
   2.53792651367E+03   2.48500000000E+03  1746-48-355 
   2.53853295898E+03   2.47800000000E+03  1746-56-11  
   2.53480541992E+03   2.44800000000E+03  1746-61-33  
   2.53108349609E+03   2.42300000000E+03  1746-66-28  
   2.53065869141E+03   2.42900000000E+03  1746-71-33  
   2.53105249023E+03   2.43600000000E+03  1746-71-344 
   2.50271020508E+03   2.46000000000E+03  1940-42-355 
   2.50982690430E+03   2.45200000000E+03  1940-48-355 
   2.51053198242E+03   2.45800000000E+03  1940-56-5   
   2.50373950195E+03   2.39900000000E+03  1940-66-1   
   2.50259277344E+03   2.41400000000E+03  1940-71-35  
   2.50391088867E+03   2.42500000000E+03  1940-71-365 
   2.50892993164E+03   2.45400000000E+03  1925-48-355 
   2.50976220703E+03   2.45200000000E+03  1925-56-5   
   2.50623510742E+03   2.43000000000E+03  1925-61-26  
   2.50315991211E+03   2.40100000000E+03  1925-66-32  
   2.50180419922E+03   2.41500000000E+03  1925-71-35  
   2.50306152344E+03   2.42500000000E+03  1925-71-365 
   2.48840527344E+03   2.45400000000E+03  1733-2-93   
   2.49351586914E+03   2.49200000000E+03  1732-12-114 
   2.49435888672E+03   2.48700000000E+03  1732-16-362 
   2.49715380859E+03   2.48800000000E+03  1732-27-90  
   2.49718310547E+03   2.47700000000E+03  1732-32-60  
   2.49809863281E+03   2.45100000000E+03  1732-42-357 
   2.50551513672E+03   2.44200000000E+03  1732-48-341 
   2.50603564453E+03   2.44200000000E+03  1732-56-16  
   2.51888330078E+03   2.45600000000E+03  1809-48-355 
   2.51960302734E+03   2.44500000000E+03  1809-55-346 
   2.51592285156E+03   2.41600000000E+03  1809-60-364 
   2.51249755859E+03   2.39200000000E+03  1809-66-28  
   2.51212573242E+03   2.40400000000E+03  1809-71-39  
   2.51244677734E+03   2.41000000000E+03  1809-71-365 
   2.51989868164E+03   2.44400000000E+03  1731-56-5   
   2.51663671875E+03   2.41100000000E+03  1731-60-351 
   2.51303540039E+03   2.38800000000E+03  1731-65-364 
   2.51302368164E+03   2.40200000000E+03  1731-71-35  
   2.51305444336E+03   2.40900000000E+03  1731-71-365 
   2.49855126953E+03   2.45400000000E+03  1915-56-13  
   2.49494580078E+03   2.43400000000E+03  1915-60-351 
   2.49182641602E+03   2.40600000000E+03  1915-66-32  
   2.49100683594E+03   2.42100000000E+03  1915-71-55  
   2.49180737305E+03   2.43000000000E+03  1915-71-365 
   2.47856250000E+03   2.48800000000E+03  1869-1-365  
   2.48752856445E+03   2.48800000000E+03  1884-1-52   
   2.47373388672E+03   2.24900000000E+03  1910-66-32  
   2.47375097656E+03   2.26100000000E+03  1910-71-365 
   2.47209985352E+03   2.24000000000E+03  1887-66-32  
   2.47201367188E+03   2.25100000000E+03  1887-71-365 
   2.47368994141E+03   2.23700000000E+03  1854-66-48  
   2.47350952148E+03   2.43000000000E+03  1885-7-322  
   2.47305102539E+03   2.42900000000E+03  1885-12-116 
   2.48323486328E+03   2.23700000000E+03  1790-66-48  
   2.47006616211E+03   2.24600000000E+03  1836-66-48  
   2.47233715820E+03   2.23300000000E+03  1783-66-48  
   2.49941455078E+03   2.44700000000E+03  1846-48-355 
   2.50043457031E+03   2.44300000000E+03  1846-55-327 
   2.49742016602E+03   2.42300000000E+03  1846-61-14  
   2.49430639648E+03   2.39300000000E+03  1846-66-48  
   2.49418115234E+03   2.41900000000E+03  1846-71-365 
   2.49313671875E+03   2.28000000000E+03  1845-48-355 
   2.49412817383E+03   2.26000000000E+03  1845-55-360 
   2.49131030273E+03   2.23600000000E+03  1845-61-11  
   2.48820874023E+03   2.23600000000E+03  1845-66-32  
   2.48812255859E+03   2.24800000000E+03  1845-71-365 
   2.47493530273E+03   2.28000000000E+03  1916-56-5   
   2.46887133789E+03   2.25200000000E+03  1916-66-32  
   2.46894848633E+03   2.26600000000E+03  1916-71-365 
   2.47479589844E+03   2.27700000000E+03  1911-56-5   
   2.46887304688E+03   2.24900000000E+03  1911-66-32  
   2.46892993164E+03   2.26500000000E+03  1911-71-365 
   2.46603198242E+03   2.44400000000E+03  1897-12-114 
   2.47009667969E+03   2.39800000000E+03  1897-27-10  
   2.46816406250E+03   2.24200000000E+03  1893-66-32  
   2.46810888672E+03   2.25500000000E+03  1893-71-365 
   2.45479760742E+03   2.27600000000E+03  1917-48-355 
   2.45139038086E+03   2.22500000000E+03  1917-66-32  
   2.45128393555E+03   2.24200000000E+03  1917-71-344 
   2.46141992188E+03   2.22500000000E+03  1672-66-45  
   2.45570141602E+03   2.37800000000E+03  1647-12-332 
   2.45631054688E+03   2.37000000000E+03  1647-16-355 
   2.46121752930E+03   2.38900000000E+03  1659-22-81  
   2.46279736328E+03   2.30000000000E+03  1659-42-356 
   2.46754565430E+03   2.26600000000E+03  1659-48-355 
   2.46823193359E+03   2.25100000000E+03  1659-56-6   
   2.46790185547E+03   2.23100000000E+03  1659-60-354 
   2.46627685547E+03   2.22800000000E+03  1659-66-45  
   2.46578564453E+03   2.23900000000E+03  1659-71-365 
   2.45758691406E+03   2.25400000000E+03  1682-48-355 
   2.45242187500E+03   2.28800000000E+03  1707-42-355 
   2.45758691406E+03   2.25400000000E+03  1707-48-355 
   2.45848925781E+03   2.24200000000E+03  1707-56-26  
   2.45776391602E+03   2.22000000000E+03  1707-60-354 
   2.45558642578E+03   2.21800000000E+03  1707-66-45  
   2.45509277344E+03   2.23000000000E+03  1707-71-365 
   2.45098876953E+03   2.28700000000E+03  1712-42-355 
   2.45618310547E+03   2.25200000000E+03  1712-48-355 
   2.45708496094E+03   2.24100000000E+03  1712-56-5   
   2.45634277344E+03   2.21900000000E+03  1712-61-14  
   2.45420874023E+03   2.21600000000E+03  1712-65-355 
   2.45383129883E+03   2.22700000000E+03  1712-71-67  
   2.45362988281E+03   2.23000000000E+03  1712-71-365 
   2.45461230469E+03   2.38300000000E+03  1671-22-79  
   2.45550317383E+03   2.29100000000E+03  1671-42-355 
   2.46049023438E+03   2.25700000000E+03  1671-48-355 
   2.46130810547E+03   2.24200000000E+03  1671-56-20  
   2.46077124023E+03   2.39100000000E+03  1627-22-82  
   2.46300219727E+03   2.35300000000E+03  1627-32-90  
   2.46229589844E+03   2.32600000000E+03  1627-37-90  
   2.46234814453E+03   2.30500000000E+03  1627-42-356 
   2.46704980469E+03   2.26800000000E+03  1627-48-350 
   2.46777880859E+03   2.25400000000E+03  1627-55-360 
   2.46763061523E+03   2.23400000000E+03  1627-61-12  
   2.46596240234E+03   2.23200000000E+03  1627-66-1   
   2.46559863281E+03   2.24000000000E+03  1627-71-53  
   2.46539184570E+03   2.24300000000E+03  1627-71-365 
   2.45748730469E+03   2.42600000000E+03  1607-1-276  
   2.45787475586E+03   2.42400000000E+03  1607-6-269  
   2.45798315430E+03   2.41800000000E+03  1607-11-269 
   2.46910839844E+03   2.23100000000E+03  1598-66-45  
   2.48719555664E+03   2.38000000000E+03  1643-27-90  
   2.47029028320E+03   2.40300000000E+03  1632-22-82  
   2.47168896484E+03   2.38200000000E+03  1632-27-15  
   2.47261083984E+03   2.36100000000E+03  1632-32-77  
   2.47217187500E+03   2.31600000000E+03  1632-42-356 
   2.47700683594E+03   2.28200000000E+03  1632-48-355 
   2.47764062500E+03   2.26600000000E+03  1632-56-6   
   2.47743408203E+03   2.24500000000E+03  1632-60-354 
   2.47569824219E+03   2.24200000000E+03  1632-66-48  
   2.47546752930E+03   2.25000000000E+03  1632-71-53  
   2.47531811523E+03   2.25300000000E+03  1632-71-365 
   2.50959521484E+03   2.47700000000E+03  1677-32-64  
   2.51046899414E+03   2.45100000000E+03  1677-42-355 
   2.51824877930E+03   2.43900000000E+03  1677-48-351 
   2.51838427734E+03   2.44300000000E+03  1677-56-5   
   2.51596069336E+03   2.40700000000E+03  1677-61-26  
   2.51301782227E+03   2.38600000000E+03  1677-66-39  
   2.51320336914E+03   2.40300000000E+03  1677-71-35  
   2.51292871094E+03   2.40800000000E+03  1677-71-365 
   2.50039794922E+03   2.48900000000E+03  1646-27-90  
   2.50103173828E+03   2.48200000000E+03  1646-32-64  
   2.50164062500E+03   2.44600000000E+03  1646-42-355 
   2.50876098633E+03   2.43400000000E+03  1646-48-350 
   2.50902001953E+03   2.43700000000E+03  1646-56-5   
   2.50704614258E+03   2.40200000000E+03  1646-61-26  
   2.50439135742E+03   2.38200000000E+03  1646-66-39  
   2.50447778320E+03   2.40000000000E+03  1646-71-39  
   2.50425073242E+03   2.40600000000E+03  1646-71-365 
   2.50294311523E+03   2.33600000000E+03  1602-42-355 
   2.50888671875E+03   2.26400000000E+03  1602-48-350 
   2.50650756836E+03   2.25200000000E+03  1602-71-35  
   2.50625341797E+03   2.25400000000E+03  1602-71-365 
   2.50388574219E+03   2.33500000000E+03  1601-42-355 
   2.50982763672E+03   2.26100000000E+03  1601-48-350 
   2.51019824219E+03   2.26800000000E+03  1601-55-348 
   2.50921899414E+03   2.21100000000E+03  1601-61-14  
   2.50735620117E+03   2.20800000000E+03  1601-66-19  
   2.50742846680E+03   2.25400000000E+03  1601-71-35  
   2.50666284180E+03   2.25500000000E+03  1601-71-365 
   2.52356811523E+03   2.53200000000E+03  1674-10-253 
   2.52807299805E+03   2.48400000000E+03  1676-42-355 
   2.53686840820E+03   2.48700000000E+03  1676-48-350 
   2.53743823242E+03   2.47300000000E+03  1676-55-349 
